"","fy","fund","agency","source","interfund_trans","from_fund","source_name.x","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","revenuesource","total","source_name_AWM","source_name.y","source_name_formula","rev_type","rev_type_name","amnesty","local","type_assigned","source_flag","med_option_recent","rev_type_new"
"61",2021,"0179","563","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",1568893.62,NA,"INJURED WORKERS' BENEFIT","IL WORKERS' COMPENSATION COMMI","I","STATE TRUST FUNDS","0179","0179","0",NA,"1","INJURED WORKERS' BENEFIT","I","State Trust Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"62",2021,"0243","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",1500,NA,"CREDIT UNION","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0243","0243","0",NA,"1","CREDIT UNION","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"63",2021,"0244","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",433529.88,NA,"RESIDENTIAL FINANCE REGULATORY","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0244","0244","0",NA,"1","SAVINGS & RESID FINANCE REG","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"64",2021,"0258","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",5037.3,NA,"NURSING DEDICATED & PROFESSNL","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0258","0258","0",NA,"1","NURSING DEDICATED & PROFESSNL","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"65",2021,"0261","422","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",112075.59,NA,"UNDERGROUND RESOURCE CONSERV","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0261","0261","0",NA,"1","UNDERGROUND RESOURCE CONSERV","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"66",2021,"0287","482","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",4500,NA,"HOME CARE SERVCS AGY LICENSURE","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0287","0287","0",NA,"1","HOME CARE SERVCS AGY LICENSURE","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"67",2021,"0289","406","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",560,NA,"MOTOR FUEL & PETROLEUM STRDS","AGRICULTURE","D","SPECIAL STATE FUNDS","0289","0289","0",NA,"1","MOTOR FUEL & PETROLEUM STRDS","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"68",2021,"0360","482","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",10028,NA,"LEAD POISONING,SCREENING","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0360","0360","0",NA,"1","LEAD POISONING SCREENING","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"69",2021,"0374","350","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",2408.25,NA,"SECRETARY OF STATE EVIDENCE","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0374","0374","0",NA,"1","SECRETARY OF STATE EVIDENCE","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"70",2021,"0386","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",26571.49,NA,"APPRAISAL ADMINISTRATION","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0386","0386","0",NA,"1","APPRAISAL ADMINISTRATION","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"71",2021,"0461","446","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",550000,NA,"PARITY ADVANCEMENT","INSURANCE","D","SPECIAL STATE FUNDS","0461","0461","0",NA,"1","PARITY ADVANCEMENT","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"72",2021,"0483","350","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",43140,NA,"SECRETARY OF STATE SPEC SERV","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0483","0483","0",NA,"1","SECRETARY OF STATE SPEC SERV","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"73",2021,"0534","563","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",2935756.48,NA,"IL WORKERS' COMP COMM OPERATNS","IL WORKERS' COMPENSATION COMMI","D","SPECIAL STATE FUNDS","0534-B","0534","2",NA,"1","IL WORKERS' COMP COMM OPERATNS","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"74",2021,"0549","340","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",20721,NA,"IL CHARITY BUREAU","ATTORNEY GENERAL","D","SPECIAL STATE FUNDS","0549","0549","0",NA,"1","IL CHARITY BUREAU","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"75",2021,"0562","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",50,NA,"PAWNBROKER REGULATION","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0562","0562","0",NA,"1","PAWNBROKER REGULATION","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"76",2021,"0574","422","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",391.05,NA,"OFF HIGHWAY VEHICLE TRAILS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0574","0574","0",NA,"1","OFF HIGHWAY VEHICLE TRAILS","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"77",2021,"0746","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",476,NA,"HOME INSPECTOR ADMINISTRATION","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0746","0746","0",NA,"1","HOME INSPECTOR ADMINISTRATION","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"78",2021,"0792","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",8000,NA,"CEMETERY OVERSIGHT LCNS&DSCPLN","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0792","0792","0",NA,"1","CEMETERY OVERSIGHT LCNS&DSCPLN","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"79",2021,"0795","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",11259.78,NA,"BANK & TRUST COMPANY","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0795","0795","0",NA,"1","BANK & TRUST COMPANY","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"80",2021,"0823","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",63606,NA,"IL STATE DENTAL DISCIPLINARY","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0823","0823","0",NA,"1","IL STATE DENTAL DISCIPLINARY","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"81",2021,"0829","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",6086.41,NA,"COMM ASSOC MANAGER LCNS & DISC","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0829","0829","0",NA,"1","COMM ASSOC MANAGER LCNS & DISC","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"82",2021,"0850","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",778.64,NA,"REAL ESTATE LICENSE ADMIN","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0850","0850","0",NA,"1","REAL ESTATE LICENSE ADMIN","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"83",2021,"0885","452","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",26175.94,NA,"WAGE THEFT ENFORCEMENT","LABOR","D","SPECIAL STATE FUNDS","0885","0885","0",NA,"1","WAGE THEFT ENFORCEMENT","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"84",2021,"0888","440","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",10339,NA,"DESIGN PROFESSIONAL ADMIN & IN","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0888","0888","0",NA,"1","DESIGN PROFESSIONAL ADMIN & IN","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"85",2021,"0910","444","0780",NA,NA,"FINES/PENALTY OR VIOLATIONS",271798.06,NA,"YOUTH DRUG ABUSE PREVENTION","HUMAN SERVICES","D","SPECIAL STATE FUNDS","0910","0910","0",NA,"1","YOUTH DRUG ABUSE PREVENTION","D","Special State Funds","1","1",NA,NA,"FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","FINES/PENALTY OR VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"86",2021,"0001","452","0782",NA,NA,"CIVIL PENALTIES",3276.56,NA,"GENERAL REVENUE","LABOR","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"87",2021,"0018","524","0782",NA,NA,"CIVIL PENALTIES",569045.44,NA,"TRANSPORTATION REGULATORY","IL COMMERCE COMMISSION","D","SPECIAL STATE FUNDS","0018","0018","0",NA,"1","TRANSPORTATION REGULATORY","D","Special State Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"88",2021,"0294","532","0782",NA,NA,"CIVIL PENALTIES",70617.21,NA,"USED TIRE MANAGEMENT","ENVIRONMENTAL PROTECT AGENCY","D","SPECIAL STATE FUNDS","0294","0294","0",NA,"1","USED TIRE MANAGEMENT","D","Special State Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"89",2021,"0357","452","0782",NA,NA,"CIVIL PENALTIES",82875,NA,"CHILD LABOR ENFORCEMENT","LABOR","D","SPECIAL STATE FUNDS","0357","0357","0",NA,"1","CHILD LABOR ENFORCEMENT","D","Special State Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"90",2021,"0446","452","0782",NA,NA,"CIVIL PENALTIES",1500,NA,"EMPLOYEE CLASSIFICATION","LABOR","D","SPECIAL STATE FUNDS","0446","0446","0",NA,"1","EMPLOYEE CLASSIFICATION","D","Special State Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"91",2021,"0576","482","0782",NA,NA,"CIVIL PENALTIES",1344,NA,"PESTICIDE CONTROL","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0576","0576","0",NA,"1","PESTICIDE CONTROL","D","Special State Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"92",2021,"0702","482","0782",NA,NA,"CIVIL PENALTIES",57300,NA,"ASSIST LIVING & SHARED HOU REG","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0702","0702","0",NA,"1","ASSIST LIVING & SHARED HOU REG","D","Special State Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"93",2021,"0845","532","0782",NA,NA,"CIVIL PENALTIES",2007261.57,NA,"ENVIRONMENTAL PROTECTION TRUST","ENVIRONMENTAL PROTECT AGENCY","I","STATE TRUST FUNDS","0845","0845","0",NA,"1","ENVIRONMENTAL PROTECTION TRUST","I","State Trust Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"94",2021,"0007","565","0783",NA,NA,"CIVIL PENALTIES",616702.02,NA,"EDUCATION ASSISTANCE","ILLINOIS GAMING BOARD","A","GENERAL FUNDS","0007","0007","0",NA,"1","EDUCATION ASSISTANCE","A","General Funds","1","1",NA,NA,"CIVIL PENALTIES","CIVIL PENALTIES","CIVIL PENALTIES","78",".",NA,0,NA,NA,0,"78"
"95",2021,"0543","360","0785",NA,NA,"CEMETERIES & BURIAL TRUST",45961.96,NA,"COMPTROLLER'S ADMINISTRATIVE","COMPTROLLER","D","SPECIAL STATE FUNDS","0543","0543","0",NA,"1","COMPTROLLER'S ADMINISTRATIVE","D","Special State Funds","1","1",NA,NA,"CEMETERIES & BURIAL TRUST","CEMETERIES & BURIAL TRUST","CEMETERIES & BURIAL TRUST","78",".",NA,0,NA,NA,0,"78"
"96",2021,"0146","422","0787",NA,NA,"AGGREGATE MINING",3300,NA,"AGGREGATE OPERATION REGULATORY","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0146","0146","0",NA,"1","AGGREGATE OPERATION REGULATORY","D","Special State Funds","1","1",NA,NA,"AGGREGATE MINING","AGGREGATE MINING","AGGREGATE MINING","78",".",NA,0,NA,NA,0,"78"
"97",2021,"0041","422","0789",NA,NA,"FISHING/POLLUTION FINES",362720.13,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"FISHING/POLLUTION FINES","FISHING/POLLUTION FINES","FISHING/POLLUTION FINES","78",".",NA,0,NA,NA,0,"78"
"98",2021,"0285","482","0791",NA,NA,"LONG TERM CARE",2092231.33,NA,"LONG TERM CARE MONITOR/RECEIVE","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0285","0285","0",NA,"1","LONG TERM CARE MONITOR&RECEIVE","D","Special State Funds","1","1",NA,NA,"LONG TERM CARE","LONG TERM CARE","LONG TERM CARE","78",".",NA,0,NA,NA,0,"78"
"99",2021,"0011","494","0792",NA,NA,"HAZARDOUS MATERIALS PENALTY",9535.5,NA,"ROAD","TRANSPORTATION","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1",NA,NA,"HAZARDOUS MATERIALS PENALTY","HAZARDOUS MATERIALS PENALTY","HAZARDOUS MATERIALS PENALTY","78",".",NA,0,NA,NA,0,"78"
"100",2021,"0163","406","0794",NA,NA,"INTEREST",51954.91,NA,"WEIGHTS & MEASURES","AGRICULTURE","D","SPECIAL STATE FUNDS","0163","0163","0",NA,"1","WEIGHTS & MEASURES","D","Special State Funds","1","1",NA,NA,"INTEREST","INTEREST","INTEREST","78",".",NA,0,NA,NA,0,"78"
"101",2021,"0548","532","0794",NA,NA,"INTEREST",300,NA,"DRYCLEANER ENVIRON RESPONSE TR","ENVIRONMENTAL PROTECT AGENCY","D","SPECIAL STATE FUNDS","0548","0548","0",NA,"1","DRYCLEANER ENVIRON RESPONSE TR","D","Special State Funds","1","1",NA,NA,"INTEREST","INTEREST","INTEREST","78",".",NA,0,NA,NA,0,"78"
"102",2021,"0711","458","0794",NA,NA,"INTEREST",84771.47,NA,"STATE LOTTERY","STATE LOTTERY","D","SPECIAL STATE FUNDS","0711","0711","0",NA,"1","STATE LOTTERY","D","Special State Funds","1","1",NA,NA,"INTEREST","INTEREST","INTEREST","78",".",NA,0,NA,NA,0,"78"
"103",2021,"0731","532","0794",NA,NA,"INTEREST",6867.54,NA,"IL CLEAN WATER FUND","ENVIRONMENTAL PROTECT AGENCY","D","SPECIAL STATE FUNDS","0731","0731","0",NA,"1","IL CLEAN WATER FUND","D","Special State Funds","1","1",NA,NA,"INTEREST","INTEREST","INTEREST","78",".",NA,0,NA,NA,0,"78"
"104",2021,"0845","532","0794",NA,NA,"INTEREST",233.64,NA,"ENVIRONMENTAL PROTECTION TRUST","ENVIRONMENTAL PROTECT AGENCY","I","STATE TRUST FUNDS","0845","0845","0",NA,"1","ENVIRONMENTAL PROTECTION TRUST","I","State Trust Funds","1","1",NA,NA,"INTEREST","INTEREST","INTEREST","78",".",NA,0,NA,NA,0,"78"
"105",2021,"0001","340","0797",NA,NA,"LEGAL VIOLATIONS",35907.17,NA,"GENERAL REVENUE","ATTORNEY GENERAL","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"LEGAL VIOLATIONS","LEGAL VIOLATIONS","LEGAL VIOLATIONS","78",".",NA,0,NA,NA,0,"78"
"106",2021,"0055","370","0799",NA,NA,"PAYROLL TAX PENALTIES",16722588.4,NA,"FEDERAL UNEMPLOYMENT COMP","TREASURER","G","FEDERAL TRUST FUNDS","0055","0055","0",NA,"1","FEDERAL UNEMPLOYMENT COMP","G","Federal Trust Funds","1","1",NA,NA,"PAYROLL TAX PENALTIES","PAYROLL TAX PENALTIES","PAYROLL TAX PENALTIES","78",".",NA,0,NA,NA,0,"78"
"107",2021,"0055","370","0801",NA,NA,"JUDGMENT INTEREST/U I  CLAIM",118622.32,NA,"FEDERAL UNEMPLOYMENT COMP","TREASURER","G","FEDERAL TRUST FUNDS","0055","0055","0",NA,"1","FEDERAL UNEMPLOYMENT COMP","G","Federal Trust Funds","1","1",NA,NA,"JUDGMENT INTEREST/U I  CLAIM","JUDGMENT INTEREST/U I  CLAIM","JUDGMENT INTEREST/U I  CLAIM","78",".",NA,0,NA,NA,0,"78"
"108",2021,"0072","592","0802",NA,NA,"UNDERGROUND STORAGE TANK",6583,NA,"UNDERGROUND STORAGE TANK","OFFICE OF THE STATE FIRE MARSH","D","SPECIAL STATE FUNDS","0072","0072","0",NA,"1","UNDERGROUND STORAGE TANK","D","Special State Funds","1","1",NA,NA,"UNDERGROUND STORAGE TANK","UNDERGROUND STORAGE TANK","UNDERGROUND STORAGE TANK","78",".",NA,0,NA,NA,0,"78"
"109",2021,"0632","579","0806",NA,NA,"FINES & PENALTIES",22867,NA,"HORSE RACING","RACING BOARD","D","SPECIAL STATE FUNDS","0632","0632","0",NA,"1","HORSE RACING","D","Special State Funds","1","1",NA,NA,"FINES & PENALTIES","FINES & PENALTIES","FINES & PENALTIES","78",".",NA,0,NA,NA,0,"78"
"110",2021,"0397","370","0810",NA,NA,"DEPARTMENT OF PUBLIC AID",1402263.33,NA,"TRAUMA CENTER","TREASURER","D","SPECIAL STATE FUNDS","0397","0397","0",NA,"1","TRAUMA CENTER","D","Special State Funds","1","1",NA,NA,"DEPARTMENT OF PUBLIC AID","DEPARTMENT OF PUBLIC AID","DEPARTMENT OF PUBLIC AID","78",".",NA,0,NA,NA,0,"78"
"111",2021,"0397","370","0811",NA,NA,"DEPARTMENT OF PUBLIC HEALTH",1402263.75,NA,"TRAUMA CENTER","TREASURER","D","SPECIAL STATE FUNDS","0397","0397","0",NA,"1","TRAUMA CENTER","D","Special State Funds","1","1",NA,NA,"DEPARTMENT OF PUBLIC HEALTH","DEPARTMENT OF PUBLIC HEALTH","DEPARTMENT OF PUBLIC HEALTH","78",".",NA,0,NA,NA,0,"78"
"112",2021,"0700","444","0812",NA,NA,"WIC PROGRAM VENDORS",12115.57,NA,"USDA WOMEN, INFANTS & CHILDREN","HUMAN SERVICES","G","FEDERAL TRUST FUNDS","0700","0700","0",NA,"1","USDA WOMEN  INFANTS & CHILDREN","G","Federal Trust Funds","1","1",NA,NA,"WIC PROGRAM VENDORS","WIC PROGRAM VENDORS","WIC PROGRAM VENDORS","78",".",NA,0,NA,NA,0,"78"
"113",2021,"0041","422","0819",NA,NA,"FISHING/CIRCUIT CLERK",16293.65,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"FISHING/CIRCUIT CLERK","FISHING/CIRCUIT CLERK","FISHING/CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"114",2021,"0041","422","0820",NA,NA,"HUNTING/CIRCUIT CLERK",157921.82,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"HUNTING/CIRCUIT CLERK","HUNTING/CIRCUIT CLERK","HUNTING/CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"115",2021,"0001","370","0821",NA,NA,"CIRCUIT CLERK",2727460.84,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"116",2021,"0001","422","0821",NA,NA,"CIRCUIT CLERK",31016.88,NA,"GENERAL REVENUE","NATURAL RESOURCES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"117",2021,"0001","493","0821",NA,NA,"CIRCUIT CLERK",6888.06,NA,"GENERAL REVENUE","STATE POLICE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"118",2021,"0018","370","0821",NA,NA,"CIRCUIT CLERK",5812.48,NA,"TRANSPORTATION REGULATORY","TREASURER","D","SPECIAL STATE FUNDS","0018","0018","0",NA,"1","TRANSPORTATION REGULATORY","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"119",2021,"0040","422","0821",NA,NA,"CIRCUIT CLERK",19688.21,NA,"STATE PARKS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"120",2021,"0047","370","0821",NA,NA,"CIRCUIT CLERK",762874.84,NA,"FIRE PREVENTION","TREASURER","D","SPECIAL STATE FUNDS","0047","0047","0",NA,"1","FIRE PREVENTION","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"121",2021,"0059","370","0821",NA,NA,"CIRCUIT CLERK",1974.7,NA,"PUBLIC UTILITY","TREASURER","D","SPECIAL STATE FUNDS","0059","0059","0",NA,"1","PUBLIC UTILITY","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"122",2021,"0132","444","0821",NA,NA,"CIRCUIT CLERK",5277.9,NA,"SP SV SURVIVORS HUMAN TRAFFICK","HUMAN SERVICES","D","SPECIAL STATE FUNDS","0132","0132",NA,NA,"1","SP SV SURVIVORS HUMAN TRAFFICK","D","SPECIAL STATE FUNDS","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"123",2021,"0152","493","0821",NA,NA,"CIRCUIT CLERK",109572.57,NA,"STATE CRIME LABORATORY","STATE POLICE","D","SPECIAL STATE FUNDS","0152","0152","0",NA,"1","STATE CRIME LABORATORY","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"124",2021,"0335","370","0821",NA,NA,"CIRCUIT CLERK",75461.2,NA,"CRIMINAL JUSTICE INFO PROJECTS","TREASURER","I","STATE TRUST FUNDS","0335","0335","0",NA,"1","CRIMINAL JUSTICE INFO PROJECTS","I","State Trust Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
"125",2021,"0366","370","0821",NA,NA,"CIRCUIT CLERK",58904.63,NA,"PRISONER REVIEW BD VHCL & EQUP","TREASURER","D","SPECIAL STATE FUNDS","0366","0366","0",NA,"1","PRISONER REVIEW BD VHCL & EQUP","D","Special State Funds","1","1",NA,NA,"CIRCUIT CLERK","CIRCUIT CLERK","CIRCUIT CLERK","78",".",NA,0,NA,NA,0,"78"
